hessSRR094424,shiSRR873453,stewartERR2027897,stewartERR2027900,stewartERR2027917,hessSRR094417,stewartERR2027930,wallaceERR983267,shiSRR873460,shiSRR873452,stewartERR2027891,wallaceERR983263,shiSRR873606,stewartERR2027921,stewartERR2027890,stewartERR2027903,stewartERR2027904,wallaceERR2027890,shiSRR873603,stewartERR2027895,hessSRR094427,wallaceERR2282092,stewartERR2027928,shiSRR873601,hessSRR094416,wallaceERR983268,stewartERR2027914,stewartERR2027905,wallaceERR983265,shiSRR873461,shiSRR873450,stewartERR2027924,shiSRR873457,stewartERR2027919,stewartERR2027925,stewartERR2027910,shiSRR1267595,stewartERR2027927,shiSRR1222429,shiSRR873463,stewartERR2027894,stewartERR2027899,stewartERR2027920,wallaceERR983264,shiSRR873455,wallaceERR2530126,stewartERR2027915,shiSRR873458,stewartERR2027916,stewartERR2027907,shiSRR873456,stewartERR2027901,hessSRR094403,stewartERR2027913,hessSRR094418,shiSRR873598,shiSRR873465,shiSRR873607,shiSRR873600,hessSRR094428,wallaceERR983269,shiSRR873602,stewartERR2027926,stewartERR2027923,shiSRR873464,shiSRR873608,stewartERR2027908,stewartERR2027893,shiSRR1222431,hessSRR094166,stewartERR2027898,stewartERR2027902,shiSRR873605,stewartERR2027909,stewartERR2027929,shiSRR873454,wallaceERR2530127,wallaceERR983266,shiSRR873595,shiSRR873610,hessSRR094405,wallaceERR983262,wallaceERR2027889,stewartERR2027892,stewartERR2027912,stewartERR2027906,shiSRR873451,hessSRR094419,shiSRR873609,shiSRR873596,stewartERR2027896,stewartERR2027922,stewartERR2027918,stewartERR2027889,shiSRR873462,shiSRR873459,shiSRR873599,stewartERR2027911,hessSRR094415,shiSRR873604,shiSRR873597
MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6618|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3893|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3877|Metals|Mercury_resistance|Mercury_resistance_protein|MERP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6629|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0
MEG_2794|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7318|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,2061.0,0,0,504.0,0,0,0,2101.0,1972.0,0,0,2148.0,593.0,0,0,482.0,0,862.0,0,0,0,466.0,1977.0,0,0,535.0,411.0,0,1609.0,0,0,0,559.0,331.0,0,1464.0,428.0,0,1964.0,521.0,0,0,0,2340.0,0,487.0,3394.0,0,0,0,0,0,0,0,2282.0,1746.0,2255.0,2625.0,0,0,2222.0,0,359.0,1404.0,2564.0,354.0,244.0,1649.0,0,1956.0,392.0,2391.0,333.0,623.0,1139.0,0,363.0,2228.0,2324.0,0,0,0,471.0,568.0,0,1746.0,0,1931.0,2567.0,567.0,0,252.0,0,2464.0,1086.0,2414.0,545.0,0,1712.0,2911.0
MEG_1038|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,0,0,0,0,0,0,0,0,0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7176|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,1198.0,0,74.0,146.0,67.0,0,48.0,0,0,0,0,389.0,0,105.0,49.0,0,414.0,21.0,0,90.0,373.0,572.0,66.0,0,0,127.0,65.0,310.0,150.0,0,0,56.0,0,88.0,75.0,72.0,0,64.0,0,0,155.0,249.0,92.0,1622.0,0,393.0,79.0,0,119.0,346.0,0,448.0,62.0,45.0,68.0,0,0,0,0,1107.0,78.0,0,70.0,90.0,0,0,75.0,71.0,0,74.0,208.0,77.0,0,129.0,65.0,0,138.0,58.0,0,0,60.0,471.0,112.0,127.0,108.0,246.0,0,362.0,0,0,155.0,74.0,0,112.0,0,0,0,82.0,0,0,0
MEG_4|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,7661.0,0,4064.0,0,3963.0,0,3607.0,0,0,0,2427.0,0,9599.0,0,3601.0,0,7171.0,1703.0,3861.0,0,0,15546.0,4275.0,21111.0,0,4771.0,4928.0,0,0,0,0,5500.0,0,4746.0,0,4096.0,8451.0,4457.0,0,0,0,0,5437.0,10137.0,0,0,4553.0,0,5849.0,0,0,4790.0,0,4689.0,0,21656.0,0,17235.0,22574.0,0,0,16312.0,3460.0,0,0,17320.0,5126.0,3845.0,19254.0,0,6343.0,4277.0,16078.0,6208.0,0,0,3455.0,0,28031.0,14848.0,0,0,0,4965.0,5189.0,0,0,0,18716.0,21821.0,6299.0,3834.0,0,0,0,0,15248.0,4527.0,0,18380.0,25441.0
MEG_7218|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1498.0,0,123.0,197.0,89.0,97.0,81.0,76.0,0,0,0,466.0,0,146.0,108.0,52.0,509.0,44.0,0,133.0,468.0,672.0,96.0,0,97.0,173.0,83.0,357.0,210.0,0,0,97.0,0,96.0,95.0,98.0,0,100.0,0,0,212.0,333.0,109.0,2021.0,0,437.0,148.0,0,172.0,574.0,0,508.0,82.0,99.0,93.0,0,0,0,0,1406.0,116.0,0,122.0,114.0,0,0,126.0,94.0,0,95.0,200.0,106.0,0,201.0,105.0,0,136.0,70.0,0,0,75.0,556.0,121.0,200.0,130.0,393.0,0,496.0,0,0,191.0,83.0,0,121.0,0,0,0,142.0,99.0,0,0
MEG_7317|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,5396.0,0,684.0,0,0,457.0,0,3169.0,2488.0,335.0,0,1249.0,689.0,0,549.0,0,0,0,0,0,2935.0,0,2400.0,0,392.0,686.0,1379.0,0,3397.0,2013.0,584.0,3783.0,0,0,609.0,1005.0,0,0,3021.0,0,0,0,880.0,1704.0,0,524.0,3585.0,683.0,0,2730.0,0,0,0,0,1691.0,3630.0,2321.0,2218.0,0,0,1831.0,0,555.0,2774.0,2238.0,0,0,2870.0,0,460.0,0,2496.0,0,609.0,2565.0,863.0,0,2621.0,1606.0,0,0,0,1015.0,704.0,0,2363.0,0,2307.0,1916.0,0,0,0,0,2357.0,2647.0,1959.0,0,0,2341.0,2862.0
MEG_7312|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,2081.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1304.0,0,0,1807.0,0,0,0,0,0,0,0,0,0,0,1104.0,0,0,0,0,0,1066.0,810.0,0,0,1202.0,0,0,0,1102.0,0,0,600.0,0,0,1300.0,0,0,0,0,0,0,0,0,0,1162.0,0,0,0,0,0,0,0,0,0,0,0,1429.0
MEG_996|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,130.0,0,0,0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3982|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9227.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7213|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2365.0,0,434.0,478.0,386.0,212.0,261.0,285.0,0,0,107.0,577.0,0,569.0,348.0,351.0,641.0,154.0,0,418.0,629.0,873.0,387.0,0,141.0,464.0,438.0,533.0,289.0,0,0,443.0,0,478.0,326.0,500.0,0,346.0,0,0,468.0,604.0,632.0,464.0,0,542.0,509.0,0,591.0,863.0,0,437.0,167.0,391.0,173.0,0,0,0,0,2244.0,325.0,0,441.0,418.0,0,0,450.0,359.0,0,166.0,455.0,463.0,0,612.0,695.0,0,157.0,142.0,0,0,155.0,378.0,444.0,422.0,494.0,469.0,0,581.0,0,0,904.0,390.0,302.0,444.0,0,0,59.0,512.0,161.0,0,51.0
MEG_997|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,107.0,0,40.0,0,0,0,0,16.0,0,0,0,85.0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,13.0,0,38.0,0,0,0,0,0,0,14.0,0,0,0,0,14.0,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,126.0,0,0,17.0,0,0,0,0,19.0,0,0,0,17.0,0,0,16.0,0,0,0,0,0,0,0,0,30.0,20.0,0,0,0,0,0,0,18.0,0,0,0,0,0,14.0,0,0,0
MEG_4112|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6621|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0
MEG_6144|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142.0,0,937.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.0,0,0,0,0,0,0,0,0,1920.0,1407.0,0,0,736.0,0,0,0,0,0,0,0,0,0,0,1786.0,0,0,0,0,0,1990.0,1093.0,0,0,0,0,0,287.0,0,0,0,0,0,0,0,0,0,0,1008.0,0,0,1775.0,0
MEG_7849|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZINT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7313|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,921.0,0,742.0,0,0,0,6305.0,0,494.0,0,5665.0,1013.0,1174.0,2187.0,0,546.0,1642.0,0,0,0,0,5244.0,0,0,937.0,0,0,10810.0,0,1625.0,7112.0,0,0,901.0,4977.0,1010.0,0,4403.0,0,0,1219.0,1134.0,0,0,0,11632.0,1125.0,1939.0,0,0,0,0,0,5941.0,7308.0,4779.0,8949.0,0,0,5624.0,0,893.0,0,5026.0,1405.0,0,3533.0,0,3026.0,0,4785.0,0,818.0,0,0,0,6662.0,5452.0,0,0,0,875.0,838.0,0,0,0,0,5267.0,1317.0,0,0,0,4245.0,0,6737.0,887.0,0,5152.0,8263.0
MEG_4766|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7212|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1912.0,0,180.0,316.0,137.0,111.0,83.0,75.0,0,0,37.0,219.0,0,229.0,155.0,71.0,311.0,72.0,0,261.0,495.0,641.0,142.0,0,104.0,139.0,152.0,337.0,136.0,0,0,123.0,0,186.0,113.0,223.0,0,130.0,0,0,219.0,347.0,218.0,310.0,0,348.0,148.0,0,255.0,1186.0,0,273.0,0,121.0,138.0,0,0,0,0,1780.0,95.0,0,187.0,137.0,0,0,176.0,120.0,0,122.0,219.0,150.0,0,203.0,168.0,0,134.0,63.0,0,0,142.0,189.0,141.0,326.0,192.0,239.0,0,576.0,0,0,202.0,152.0,82.0,141.0,0,0,0,182.0,141.0,0,0
MEG_4113|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1009|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,52.0,25.0,0,0,0,0,0,0,0,0,23.0,0,0,0,27.0,0,0,0,0,0,0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,0,0,67.0,0,0,0,0,854.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,1418.0
MEG_4115|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|NCCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_75|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724.0
MEG_2650|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DMEF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|A16S|RequiresSNPConfirmation,5786.0,0,4878.0,4919.0,4426.0,0,5313.0,3793.0,0,0,2192.0,4307.0,28515.0,6638.0,5359.0,11390.0,7452.0,2775.0,6279.0,4071.0,0,16315.0,4920.0,31158.0,715.0,5646.0,5884.0,5904.0,2039.0,0,0,8437.0,0,5015.0,5330.0,5531.0,23926.0,5741.0,0,0,4956.0,7923.0,7197.0,6677.0,0,7558.0,5164.0,0,6391.0,5520.0,0,5570.0,0,5281.0,0,28718.0,0,27209.0,37504.0,5129.0,2732.0,26638.0,4581.0,5770.0,0,24139.0,7623.0,6734.0,30331.0,700.0,10934.0,6204.0,26516.0,10133.0,6518.0,0,5281.0,3298.0,32657.0,28378.0,761.0,2988.0,3617.0,5654.0,5819.0,6745.0,0,0,30151.0,32081.0,6692.0,4621.0,5156.0,3617.0,0,0,27503.0,5198.0,0,32187.0,33864.0
MEG_7214|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1643.0,0,205.0,315.0,135.0,78.0,90.0,117.0,0,0,54.0,290.0,0,185.0,150.0,78.0,297.0,68.0,0,247.0,475.0,594.0,151.0,0,85.0,154.0,123.0,261.0,183.0,0,0,171.0,0,156.0,109.0,194.0,0,132.0,0,0,201.0,415.0,218.0,285.0,0,294.0,210.0,0,237.0,1207.0,0,268.0,93.0,105.0,77.0,0,0,0,0,1475.0,126.0,0,185.0,189.0,0,0,167.0,103.0,0,97.0,217.0,174.0,0,246.0,177.0,0,121.0,58.0,0,0,97.0,214.0,179.0,287.0,186.0,239.0,0,523.0,0,0,288.0,116.0,104.0,179.0,0,0,0,161.0,88.0,0,38.0
MEG_1010|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021.0
MEG_7207|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,826.0,0,67.0,0,38.0,0,0,0,0,0,0,218.0,0,46.0,0,0,212.0,0,0,49.0,281.0,391.0,0,0,0,67.0,0,0,0,0,0,0,0,52.0,58.0,50.0,0,42.0,0,0,107.0,159.0,46.0,869.0,0,0,59.0,0,70.0,203.0,0,289.0,0,40.0,0,0,0,0,0,752.0,0,0,44.0,0,0,0,32.0,0,0,0,181.0,53.0,0,92.0,50.0,0,0,31.0,0,0,0,279.0,75.0,83.0,55.0,198.0,0,297.0,0,0,0,38.0,0,75.0,0,0,0,65.0,0,0,0
MEG_7172|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,500.0,0,0,0,0,0,0,0,0,0,0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3977|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,13857.0,0,10443.0,7737.0,7916.0,1903.0,15878.0,7644.0,0,0,5891.0,12417.0,27784.0,9087.0,23449.0,13381.0,44967.0,11652.0,6600.0,19062.0,0,53097.0,9449.0,27815.0,1809.0,11495.0,15176.0,59582.0,4704.0,0,0,17987.0,0,13285.0,16417.0,13428.0,23764.0,12337.0,0,0,55648.0,40896.0,12765.0,47087.0,0,54609.0,7933.0,0,11966.0,13218.0,0,30601.0,1739.0,9820.0,1721.0,28783.0,0,24710.0,39063.0,12559.0,4754.0,28649.0,6696.0,10756.0,0,26454.0,18596.0,35636.0,30146.0,1867.0,11012.0,10578.0,24380.0,11152.0,8427.0,0,34278.0,17843.0,42515.0,26177.0,1784.0,15257.0,6337.0,52724.0,9277.0,29926.0,0,0,30969.0,38373.0,20829.0,6826.0,13412.0,6337.0,0,0,27839.0,8723.0,1815.0,29455.0,38071.0
MEG_352|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.0
MEG_6143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|RPSJ|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,8.0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,14.0,0,0,0,0,0,22.0,0,0,0,20.0,0,0,0,0,0,0,7.0,0,0,35.0,0,0,0,0,0,0,0,6.0,0,18.0,26.0,0,0,0,0,0,0,0,0,0,0,0
MEG_6971|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7319|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,0,0,0,0,0,0,385.0,0,0,0,0,0,2795.0,0,462.0,670.0,0,0,0,0,0,0,332.0,3279.0,0,0,463.0,0,0,0,0,0,0,299.0,0,0,2738.0,397.0,0,2971.0,0,0,507.0,0,0,0,0,6637.0,474.0,0,0,0,0,0,0,3760.0,0,2576.0,4653.0,0,0,3670.0,0,0,0,2501.0,0,0,1882.0,0,1273.0,0,2458.0,0,0,0,0,0,3818.0,2597.0,0,0,0,347.0,0,0,0,0,2002.0,2981.0,0,0,0,0,2878.0,0,3508.0,0,0,2360.0,4820.0
MEG_395|Drugs|betalactams|Class_A_betalactamases|ACI,52.0,0,45.0,0,36.0,0,68.0,28.0,0,0,11.0,0,0,38.0,52.0,90.0,41.0,25.0,0,0,0,77.0,49.0,0,0,174.0,101.0,21.0,11.0,0,0,91.0,0,53.0,82.0,62.0,0,76.0,0,0,0,0,0,0,0,0,0,0,47.0,0,0,35.0,0,48.0,0,0,0,0,1080.0,52.0,0,0,90.0,61.0,0,0,78.0,102.0,0,0,0,69.0,0,66.0,15.0,0,0,60.0,1036.0,0,0,0,24.0,0,85.0,42.0,0,0,0,0,36.0,42.0,78.0,24.0,0,0,0,0,0,0,0
MEG_1014|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,0,0,0,0,0,0,0,0,21.0,0,0,0,58.0,10.0,0,0,0,0,0,34.0,0,32.0,0,28.0,0,0,0,0,0,0,0,0,0,0,50.0,0,0,0,0,103.0,0,0,0,0,677.0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,25.0,29.0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,1160.0
MEG_7231|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,2971.0,0,636.0,503.0,619.0,229.0,415.0,477.0,0,0,169.0,905.0,0,871.0,421.0,580.0,862.0,192.0,0,520.0,743.0,998.0,622.0,0,274.0,672.0,756.0,585.0,313.0,0,0,703.0,0,765.0,597.0,638.0,0,526.0,0,0,579.0,667.0,945.0,705.0,0,562.0,943.0,0,976.0,937.0,0,555.0,223.0,696.0,207.0,0,0,0,0,2794.0,516.0,0,707.0,650.0,0,49.0,687.0,598.0,0,246.0,732.0,648.0,0,931.0,965.0,0,222.0,166.0,0,0,215.0,530.0,640.0,524.0,876.0,655.0,0,762.0,0,134.0,1078.0,577.0,428.0,640.0,0,0,38.0,817.0,257.0,0,0
MEG_3867|Metals|Mercury_resistance|Mercury_resistance_protein|MERE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
